The Hitchhikers Guide to the Galaxy,Douglas Adams,20.00,1,
The Shining,Stephen King,,4,#02,1,#2,1,alternate history,1,australian,4,australian author,5,celtic,3,chunkster,1,eileanan,5,fantasy,59,female protagonist,1,fiction,13,gr,1,heroine,1,horses,2,magic,3,mass market,1,novel,3,own,2,owned,2,rhiannon's ride,8,rhiannon's ride series,5,rob,1,science fiction,1,series,7,sff,5,speculative fiction,2,trilogy,3,unread,2,witches,7,
The Victorian Chaise-longue,Marghanita Laski,1950s,9,2011,3,20th century,7,british,5,classic,3,classics,2,england,3,fantasy,7,fiction,60,ghost stories,3,ghosts,2,gothic,2,horror,18,novel,11,novella,4,own,2,penguin,2,persephone,45,persephone books,12,read,4,read in 2008,3,read in 2009,4,time travel,12,to read,4,tuberculosis,3,uk,3,unread,3,victorian,4,wishlist,3,women,3,
Uncle Silas,Joseph Sheridan Le Fanu,1001,11,1001 books,14,19th century,47,19th century literature,9,british,7,british literature,9,classic,14,classics,21,crime,8,ebook,10,england,11,english literature,13,fiction,115,folio society,17,gothic,78,horror,50,ireland,12,irish,13,irish literature,21,le fanu,13,literature,20,mystery,35,novel,35,penguin classics,9,read,8,suspense,7,thriller,6,to read,26,unread,11,victorian,30,
The Earthsea Series,Ursula Le Guin,cassette,1,new age music,1,
The Left Hand of Darkness,Ursula Le Guin,1990s,1,20th century,1,ace,2,audio,2,audio drama,1,audiobook,1,bbv,3,cd,1,doctor who,2,doctor who?,1,drama,1,fiction,1,mark duncan,1,not the doctor but just think of the doctor,1,personal collection,1,science fiction,1,seventh doctor,2,speculative fiction,1,
Solaris,Stanislaw Lem,1001,18,1001 books,25,20th century,25,@others,33,aliens,22,classic,21,fiction,292,lem,22,literature,23,made into movie,19,novel,95,paperback,21,poland,26,polish,74,polish literature,51,psychology,19,read,53,science fiction,784,sf,150,sff,26,solaris,38,space,18,stanisław lem,44,to read,25,translation,35,unread,38,☍,20,☍✓,19,♠♠♥♥♦♦•,29,✓,37,
Memoirs of a Survivor,Doris Lessing,20th century,26,apocalypse,10,autobiography,5,british,12,british literature,5,doris lessing,8,dystopia,33,dystopian,5,england,6,english,8,english literature,9,feminism,4,feminist sf,5,fiction,145,lessing,6,literature,16,memoir,9,nobel,5,nobel prize,11,non fiction,4,novel,31,post apocalyptic,6,read,8,roman,6,science fiction,37,sf,10,speculative fiction,5,to read,18,unread,11,women,5,
The Chronicles of Narnia,CS Lewis,adventure,152,allegory,224,aslan,73,boxed set,65,british,83,c.s. lewis,289,children,346,children's,544,children's books,78,children's fiction,116,children's literature,318,christian,228,christian fiction,111,christianity,228,classic,338,classics,233,fantasy,2,fiction,1,lewis,84,literature,150,magic,152,narnia,456,novel,155,own,135,read,239,religion,193,series,206,sff,91,unread,65,young adult,372,
The Monk,Matthew Lewis,1001,25,1001 books,29,18th century,115,18th century literature,15,19th century,16,british,58,british literature,38,classic,57,classics,63,english,21,english literature,59,fantasy,18,fiction,350,folio society,44,ghosts,14,gothic,322,gothic fiction,32,gothic literature,25,gothic novel,24,horror,144,literature,69,monks,19,murder,13,novel,91,read,30,religion,32,roman,12,spain,27,to read,49,unread,23,
A Voyage to Arcturus,David Lindsay,20th century,7,allegory,12,baf,5,ballantine adult fantasy,11,bought,3,british,4,classic,8,dominance,5,ebook,9,fantasy,130,fantasy masterworks,13,fiction,78,gnostic,10,gnosticism,6,metamorphoses,8,mmpb,5,nietzschean,5,novel,31,paperback,7,pb,3,philosophy,7,read,10,science fiction,125,scotland,4,sf,43,sff,16,speculative fiction,6,spirituality,6,to read,7,unread,15,
The Night Sessions,Ken Macleod,ai,2,androids,2,apocalyptic,2,artificial intelligence,4,bsfa award winner,2,crime,5,ebook,4,edinburgh,8,faith,2,fiction,29,future,3,hardcover,3,mystery,6,near future,7,novel,5,read,6,read in 2009,4,religion,17,robots,9,science fiction,65,scotland,9,scottish fiction,3,sf,26,sff,3,space elevator,3,terrorism,4,thriller,5,to read,5,unread,5,wishlist,7,
Beyond Black,Hilary Mantel,21st century,11,animals,10,british,17,british fiction,9,contemporary,13,contemporary fiction,19,england,25,english,7,english literature,8,fantasy,16,fiction,246,ghost stories,11,ghosts,35,horror,13,imaginative fiction,10,juvenile,10,literary fiction,8,medium,9,mediums,16,novel,28,occult,10,orange prize shortlist,8,psychic,14,psychics,11,read,13,spiritualism,17,supernatural,30,to read,33,uk,8,unread,16,
Only Forward,Michael Marshall Smith,1994,5,british,4,cats,4,cyberpunk,22,detective,4,dreams,4,dystopia,3,english,7,fantasy,24,fiction,75,horror,14,humor,8,mmpb,3,novel,18,own,5,owned,4,paperback,6,pb,3,philip k. dick award,6,read,14,science fiction,136,sf,49,sff,12,signed,4,speculative fiction,4,surreal,4,thriller,3,time travel,6,to read,8,unread,7,
I Am Legend,Richard Matheson,2008,16,20th century,18,american,14,american literature,11,apocalypse,33,apocalyptic,11,audiobook,14,classic,18,dystopia,30,ebook,11,end of the world,12,english,13,fantasy,33,fiction,266,horror,309,novel,51,paperback,14,plague,15,post apocalypse,16,post apocalyptic,91,read,58,science fiction,408,sf,89,sf masterworks,49,sff,17,survival,20,to read,22,unread,13,vampires,289,zombies,30,
Melmoth the Wanderer,Charles Maturin,
The Butcher Boy,Patrick McCabe,1001,18,1001 books,13,20th century,12,adolescence,6,alcoholism,12,bildungsroman,6,booker prize shortlist,9,boys,7,childhood,6,coming of age,9,crime,9,dysfunctional family,6,fiction,178,gothic,5,horror,5,ireland,65,irish,56,irish author,6,irish fiction,18,irish literature,19,literature,17,mental illness,29,murder,21,novel,34,paperback,5,poverty,6,read,14,stream of consciousness,8,to read,24,unread,9,
The Road,Cormac McCarthy,autobiography,14,bill gates,26,biography,45,business,90,business %26 finance,4,computer,23,computer industry,10,computer networks,6,computer science,8,computers,66,computing,11,current affairs,4,future,12,gates,7,hardcover,4,history,8,information superhighway,6,information technology,21,internet,24,it,6,microsoft,35,non fiction,91,own,6,read,9,science,6,society,4,software,4,technology,78,telecommunication,4,unread,6,
Ascent,Jed Mercurio,ab,1,ac,1,anonymity,1,astronauts,1,aviation,2,cold war,2,comics,1,fiction,18,flying,1,get from library,2,graphic novel,4,hardcover,3,historical fiction,3,incredible,1,korea,2,korean war,5,mainstream,2,military,1,novel,2,russia,5,science fiction,5,self determination,1,sf,3,soviet union,6,space,5,space flight,2,space race,4,space travel,4,unread,3,war,3,
The Scar,China Mieville,bas lag,72,british,17,china mieville,12,dark fantasy,29,ebook,19,english,14,fantasy,560,fiction,329,horror,23,hugo nominee,15,new crobuzon,31,new weird,108,novel,56,paperback,19,pirates,47,politics,12,read,54,science fiction,292,sea,12,series,14,sf,87,sff,36,signed,29,speculative fiction,42,steampunk,195,to read,41,unread,45,urban fantasy,37,weird,25,weird fiction,20,
Ingenious Pain,Andrew Miller,,2,18th century,15,2008,3,20th century,6,british,5,british fiction,6,british literature,3,contemporary literature,2,england,9,english,9,english fiction,4,english literature,6,enlightenment,4,fiction,84,hardcover,3,historical,12,historical fiction,26,history,2,literary fiction,4,literature,9,magical realism,2,medicine,4,novel,16,pain,8,read,4,russia,4,to read,7,uk,3,unread,7,wishlist,3,
A Canticle for Leibowitz,Walter M Miller Jr,20th century,59,american,39,american literature,39,apocalypse,67,apocalyptic,40,catholicism,58,classic,60,classics,30,dystopia,162,fantasy,81,fiction,790,hugo,35,hugo award,47,hugo winner,64,literature,43,monks,48,novel,157,nuclear war,66,own,30,paperback,40,post apocalypse,64,post apocalyptic,390,read,109,religion,220,science fiction,1,sf,305,sff,87,speculative fiction,61,to read,80,unread,63,
Cloud Atlas,David Mitchell,,3,1%2f1,1,2005,4,alaska,20,catholic priest,3,coming of age,3,contemporary fiction,2,fiction,50,first book,2,first edition,2,general fiction,2,historical,2,historical fiction,14,literature,3,mystery,3,novel,5,own,2,personalized,1,read,5,read in 2008,2,read in 2013,2,science fiction,4,shaman,3,signed,2,soldiers,2,to read,4,unread,3,wishlist,3,wwii,22,wwii fiction,2,
Mother London,Michael Moorcock,1980s,3,20th century,6,british literature,3,english,3,english author,2,english literature,3,fantasy,19,fiction,92,first edition,3,hardcover,4,historical,2,historical fiction,4,history,2,literary,3,literature,5,london,53,london fiction,5,michael moorcock,3,moorcock,5,novel,21,paperback,2,read,3,science fiction,21,sf,11,sff,8,speculative fiction,6,to read,8,unread,10,urban fantasy,2,wishlist,3,
News from Nowhere,William Morris,1st,1,ab10,1,adult,1,africa,1,fiction,2,journalism,1,media,1,
Beloved,Toni Morrison,1001,76,20th century,168,african american,426,african american literature,215,america,65,american,196,american fiction,64,american literature,219,classic,101,classics,62,family,66,fiction,1,ghosts,197,historical fiction,230,literature,228,magical realism,79,nobel prize,71,novel,335,ohio,81,own,79,pulitzer,111,pulitzer prize,182,race,97,read,189,slavery,552,to read,110,toni morrison,57,unread,94,usa,83,women,83,
The Wind-Up Bird Chronicle,Haruki Murakami,1001,61,1001 books,47,20th century,87,cats,41,contemporary fiction,53,dreams,40,fantasy,79,fiction,1,haruki murakami,35,japan,615,japanese,377,japanese fiction,88,japanese literature,222,literature,97,magical realism,258,murakami,96,mystery,81,novel,200,own,53,postmodern,41,read,135,roman,38,surreal,89,surrealism,94,to read,126,translated,41,translation,101,unread,58,war,34,wwii,88,
Ada or Ardor,Vladimir Nabokov,,14,1001,18,1001 books,17,1960s,10,20th century,70,20th century literature,17,alternate history,18,american,34,american fiction,11,american literature,48,classics,15,family,18,fiction,450,hardcover,13,incest,35,literature,103,nabokov,68,novel,123,own,11,read,17,roman,11,russia,38,russian,76,russian fiction,13,russian literature,56,science fiction,10,to read,35,unread,31,usa,11,vladimir nabokov,11,
The Time Traveler's Wife,Audrey Niffenegger,,79,21st century,77,american,137,book club,154,chicago,335,contemporary,114,contemporary fiction,178,family,79,fantasy,693,favorite,150,favorites,91,fiction,3,librarian,138,librarians,177,library,79,literature,94,love,540,love story,294,marriage,205,novel,365,own,162,read,451,relationships,176,romance,1,science fiction,943,sf,87,time,77,time travel,1,to read,231,unread,125,
Ringworld,Larry Niven,,3,4,3,2007,3,alien,4,aliens,6,american,3,audiobook,3,book 4,3,ebook,10,fiction,75,hard sf,8,hardcover,11,kindle,5,known space,38,larry niven,17,library,3,novel,12,own,4,paperback,7,read,9,ringworld,74,science fiction,257,series,9,sf,48,sff,19,space opera,3,speculative fiction,4,to read,6,unread,10,wishlist,3,
Vurt,Jeff Noon,,4,20th century,8,addiction,5,alternate reality,5,arthur c. clarke award,13,british,12,cyberpunk,87,drugs,29,dystopia,7,english,7,fantasy,21,fiction,150,first edition,4,future,4,hardcover,4,incest,4,jeff noon,8,manchester,18,novel,28,postmodern,5,read,20,science fiction,201,sf,69,sff,15,speculative fiction,10,surreal,7,to read,13,unread,13,virtual reality,21,vurt,4,
The Third Policeman,Flann O'Brien,1001,27,1001 books,23,20th century,41,20th century literature,12,absurd,13,bicycles,28,comedy,14,dalkey archive,13,death,21,fantasy,33,fiction,401,flann o'brien,13,folio society,19,humor,130,ireland,125,irish,137,irish fiction,22,irish literature,85,literature,43,lost,18,murder,18,mystery,20,novel,95,read,33,satire,20,science fiction,15,surreal,26,surrealism,50,to read,43,unread,20,
The Famished Road,Ben Okri,1990s,5,20th century,25,africa,100,african,21,african fiction,8,african literature,44,booker,23,booker prize,62,booker prize winner,31,childhood,6,contemporary,4,contemporary fiction,15,fantasy,9,fiction,243,literary fiction,9,literature,26,magic,6,magical realism,63,nigeria,72,nigerian,26,nigerian literature,14,novel,43,own,5,postcolonial,4,poverty,6,read,10,spirit world,4,to read,33,unfinished,5,unread,20,
Nineteen Eighty-Four,George Orwell,
Fight Club,Chuck Palahniuk,1999,2,action,6,adaptation,3,based on,1,blu ray,2,brad pitt,10,chuck palahniuk,1,cinema,2,corporate america,1,crime,2,dark comedy,2,drama,9,dvd,33,edward norton,7,fiction,5,film,5,genre : thriller,2,hbc,1,helena bonham carter,6,meat loaf,3,mental illness,2,movie,7,movie.dvd,2,movies,2,north america,1,r,2,thriller,4,twisty,1,vhs,4,violence,3,
Nightmare Abbey,Thomas Love Peacock,18th century,1,19th century,7,19th century fiction,2,19th century literature,4,britain,1,british,4,classic,2,classics,1,collection,1,engelstalig,1,england,3,english literature,8,everyman,2,everyman's library,1,fiction,23,gothic,6,hardcover,1,humor,4,literature,2,novel,7,novellas,2,old,1,old binding,1,own,1,parody,2,philosophy,1,romantic novels,1,satire,3,to read,1,uk,1,
Titus Groan,Mervyn Peake,1001,22,1001 books,21,20th century,35,ballantine adult fantasy,10,british,36,british literature,11,castles,13,classic,36,english,15,english literature,30,fantasy,531,fantasy fiction,17,fiction,372,folio society,25,gormenghast,77,gothic,108,gothic fiction,10,literature,27,mervyn peake,19,novel,84,paperback,11,read,33,science fiction,15,series,18,sf,15,sff,34,speculative fiction,12,to read,33,trilogy,11,unread,32,
The Space Merchants,Frederik Pohl and CM Kornbluth,1953,6,advertising,38,capitalism,7,classic,7,classics,4,collaboration,5,consumerism,10,dystopia,25,ebook,4,fantasy,5,fiction,118,frederik pohl,6,humor,6,mmpb,7,novel,36,own,8,paperback,12,read,29,satire,31,science fiction,345,sf,89,sf masterworks,12,sff,27,space,6,space travel,7,speculative fiction,5,to read,7,unread,10,usa,4,venus,6,
A Glastonbury Romance,John Cowper Powys,1933,2,20th century,13,20th century fiction,4,arthurian,2,belletristik,3,british,6,british fiction,7,british literature,4,england,7,english,5,english literature,15,fantasy,3,ffuglen,2,fiction,64,glastonbury,5,grail,4,hardcover,3,historical fiction,7,john cowper powys,4,king arthur,3,literature,13,nofel,2,novel,24,powys,5,roman,4,sff,2,to read,9,uk,3,unread,8,welsh,3,
The Discworld Series,Terry Pratchett,ankh morpork,50,british,33,city watch,128,comedy,62,comic fantasy,37,discworld,1,ebook,25,english,29,fantasy,1,fiction,664,guards,22,hardcover,23,humor,641,magic,34,night watch,23,novel,62,own,26,paperback,34,politics,29,pratchett,199,read,91,satire,153,science fiction,52,series,74,sf,30,sff,76,unread,23,vimes,92,war,115,watch,30,
The Prestige,Christopher Priest,19th century,23,audiobook,16,british,19,electricity,16,england,35,fantasy,194,fiction,350,historical,25,historical fiction,78,horror,20,made into movie,16,magic,170,magicians,92,movie,14,mystery,64,novel,62,own,16,read,54,rivalry,19,science fiction,120,sf,44,sff,23,stage magic,25,steampunk,35,tesla,26,to read,50,twins,19,unread,37,victorian,43,world fantasy award,16,
His Dark Materials,Philip Pullman,21st century fiction,1,adaptation,5,british,2,children's,2,children's literature,1,children's novel,1,crossover,1,dark materials plays,2,delicious,1,drama,7,england,1,fantasy,9,favorites,1,fiction,5,his dark materials,3,incredible,1,july,1,kiddie,1,own,1,play,6,plays,4,re read.,1,read in 2006,1,religion,1,script,1,series,1,stage,1,theatre,4,to read,1,young adult,3,
Gargantua and Pantagruel,Francois Rabelais,1001,22,1001 books,25,16th century,113,classic,65,classics,92,comedy,16,early modern,15,everyman's library,14,fantasy,34,fiction,386,france,87,franklin library,25,french,151,french fiction,25,french literature,209,great books,22,humor,40,literature,183,medieval,23,medieval literature,13,novel,87,penguin classics,25,rabelais,37,read,14,renaissance,65,roman,15,satire,95,to read,34,translation,41,unread,30,
The Mysteries of Udolpho,Ann Radcliffe,
Revelation Space,Alastair Reynolds,21st century,8,alastair reynolds,11,alien artifacts,7,aliens,17,archaeology,9,ebook,9,far future,10,fiction,193,hard sf,62,inhibitors,7,nanotechnology,7,novel,29,own,18,owned,11,paperback,21,read,55,revelation space,59,science fiction,698,series,10,sf,161,sff,22,signed,10,space,16,space opera,157,space travel,13,speculative fiction,15,to read,35,transhumanism,14,unread,27,wishlist,9,
The Years of Rice and Salt,Kim Stanley Robinson,alternate history,410,american,8,asia,22,black death,16,buddhism,32,china,29,europe,9,fantasy,91,fiction,305,hardcover,10,historical,22,historical fiction,42,history,19,hugo nominee,16,islam,49,kim stanley robinson,13,novel,37,paperback,12,plague,30,read,35,reincarnation,46,religion,29,science fiction,299,sf,91,sff,34,signed,9,speculative fiction,40,to read,39,unread,36,wishlist,8,
Harry Potter and the Philosopher's Stone,JK Rowling,,7,adventure,9,boarding school,5,british,4,children,5,children's,11,children's fiction,5,children's literature,10,england,5,fantasy,148,fantasy fiction,6,favorite,5,fiction,74,good vs. evil,5,harry potter,30,hogwarts,9,juvenile,4,magic,58,mystery,5,novel,7,own,4,read,14,school,9,series,16,sff,5,witches,5,wizardry,5,wizards,27,young adult,44,young adult fiction,8,
Satanic Verses,Salman Rushdie,1001,37,1001 books,42,20th century,94,banned,29,banned books,27,booker prize shortlist,28,british,71,british literature,38,contemporary fiction,29,england,42,english literature,36,fantasy,48,fiction,1,hardcover,27,india,227,indian,66,indian literature,53,islam,222,literature,173,london,28,magical realism,196,novel,250,own,31,read,52,religion,181,roman,49,rushdie,47,salman rushdie,28,to read,102,unread,108,
The Female Man,Joanna Russ,1970s,9,20th century,9,alternate history,11,american,10,american literature,8,dystopia,7,fantasy,10,feminism,103,feminist,32,feminist sf,29,fiction,175,gender,41,lesbian,14,literature,6,nebula nominee,6,novel,31,paperback,6,queer,9,read,18,science fiction,302,sf,84,sff,32,speculative fiction,25,time travel,6,to read,17,unread,23,utopia,13,women,18,women authors,6,women's studies,9,
Air,Geoff Ryman,1001,17,1001 books,12,2000s,4,2008,4,21st century,11,9%2f11,25,banks,4,british,4,contemporary,11,contemporary fiction,12,crime,4,dj,4,fiction,220,general fiction,4,library,4,literary fiction,4,literature,6,london,19,novel,25,own,9,owned,4,radio,13,read,19,read in 2003,5,scotland,8,scottish,24,signed,4,thriller,15,to read,16,unread,15,
The Little Prince,Antoine de Saint-Exupery,20th century,177,children,487,children's,722,children's book,100,children's books,141,children's fiction,128,children's literature,444,classic,507,classics,309,fable,94,fairy tales,109,fantasy,810,favorite,75,fiction,1,france,196,french,981,french language,80,french literature,461,german,72,illustrated,142,juvenile,82,kids,78,literature,310,love,72,novel,195,own,108,philosophy,404,read,295,translation,110,young adult,174,
Blindness,Jose Saramago,11 in 11,1,2011,2,20th century fiction,1,20th century literature,1,34,1,adl11,1,allegories,1,allegory,1,apocalypse,1,blindness,3,city,1,disease,1,dog,1,dystopia,3,dystopian,1,europe,1,fiction,7,food,1,library,2,literary,1,magical realism,1,nobel,1,novel,2,read in 2011,2,science fiction,2,spanish,1,to read,1,unread,1,woman,1,zombies,1,
How the Dead Live,Will Self,1001,9,1001 books,10,1001 books to read before you die,4,20th century,6,21st century,4,afterlife,6,british,7,british fiction,4,contemporary,9,contemporary fiction,5,death,23,england,5,english literature,6,fantasy,11,fiction,112,humor,6,literary fiction,3,literature,8,london,17,novel,17,owned,4,postmodern,3,read,10,satire,11,signed,3,to read,14,uk,6,unfinished,3,unread,11,wishlist,5,
Frankenstein,Mary Shelley,1965 penguin books,1,1994,1,19th century,1,afterward by harold bloom,1,british,1,by mary shelley,1,classic,3,classic fiction,1,classics,2,d5,1,dvd,5,dvd horror,1,dvds,1,english,1,fantasy,1,fiction,4,frankenstein,2,gothic,1,helena bonham carter,1,horror,7,kenneth branah,1,literature,2,living room shelves,1,monster,1,movie,2,robert de niro,1,science fiction,4,vhs,1,video,1,video anime,1,
Hyperion,Dan Simmons,
Star Maker,Olaf Stapledon,1937,4,20th century,3,animals,10,british literature,4,classic,6,cosmology,8,ebook,10,fantasy,14,far future,3,fiction,86,future history,4,imaginative fiction,10,juvenile,10,male author,2,novel,16,olaf stapledon,8,own,4,paperback,3,philosophy,9,read,11,religion,4,science fiction,206,sf,49,sf masterworks,30,sff,6,speculative fiction,3,spirituality,4,to read,8,unread,19,wishlist,3,
Snow Crash,Neal Stephenson,20th century,41,american,52,computers,66,cyberpunk,1,cyberspace,58,dystopia,125,ebook,47,fantasy,73,fiction,1,future,60,hackers,56,internet,54,linguistics,46,metaverse,56,mythology,40,neal stephenson,43,near future,46,novel,157,own,65,paperback,56,read,229,religion,47,science fiction,2,sf,347,sff,105,speculative fiction,66,technology,56,to read,85,unread,69,virtual reality,179,
The Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,cr4a,1,
Dracula,Bram Stoker,4 16 13,2,bram,1,dvd,2,dvd (horror),1,dvd horror,1,dvds,1,ebook,1,film,1,literature,1,spooky,1,stoker,1,vampires,1,
The Insult,Rupert Thomson,1.00,1,20th,1,20th century fiction,2,arc,2,blind,1,blindness,8,brain injury,1,british fiction,3,british literature,2,contemporary fiction,2,english literature,2,fiction,51,hc,2,illness,1,literary fiction,2,literature,2,male author,1,mooch,1,noir,4,novel,7,psychology,2,read,4,surreal,1,thriller,4,to read,3,uk,5,unread,3,weird,1,weirdness,1,wit,1,
The Hobbit,JRR Tolkien,20th century,255,adventure,701,bilbo baggins,188,british,308,british literature,209,children's,345,children's literature,222,classic,915,classics,521,dragons,588,dwarves,364,elves,295,epic,206,fantasy,9,fiction,4,hobbits,796,j.r.r. tolkien,289,literature,482,lord of the rings,870,magic,312,middle earth,1,novel,561,own,263,read,814,science fiction,220,series,224,sff,305,tolkien,1,wizards,293,young adult,296,
The Lord of the Rings,JRR Tolkien,adult,3,art,19,artbook,4,cinema,16,companion,5,fantasy,84,fiction,21,film,58,german,3,guide,7,hardcover,3,illustrated,5,j.r.r. tolkien,6,lord of the rings,81,middle earth,25,movie,20,movie book,3,movie guide,10,movie making,4,movie tie in,12,movies,52,non fiction,70,owned,3,photographs,4,photography,6,read,8,reference,19,signed,3,tolkien,87,unread,4,
A Connecticut Yankee in King Arthur's Court,Mark Twain,
Sirens of Titan,Kurt Vonnegut,
The Castle of Otranto,Horace Walpole,1001,22,1001 books,21,18th century,116,18th century literature,14,british,46,british literature,47,classic,68,classics,57,ebook,18,england,14,english,16,english literature,46,fantasy,27,fiction,269,folio society,14,ghosts,19,gothic,284,gothic fiction,23,gothic literature,17,gothic novel,27,horror,96,italy,15,kindle,14,literature,46,novel,69,read,21,romance,12,supernatural,27,to read,27,unread,14,
Institute Benjamenta,Robert Walser,
Lolly Willowes,Sylvia Townsend Warner,
Affinity,Sarah Waters,19th century,53,british,44,british literature,18,crime,14,england,55,fiction,368,ghost stories,15,ghosts,28,glbt,19,gothic,38,historical,57,historical fiction,178,lesbian,138,lesbian fiction,18,lgbt,30,london,55,mystery,32,novel,49,prison,84,queer,31,read,36,romance,19,spiritualism,66,to read,44,unread,22,victorian,119,victorian england,18,victoriana,20,virago,15,women,37,
The Time Machine,HG Wells,1001,44,1001 books,54,19th century,104,adventure,41,british,61,british literature,55,classic,356,classics,284,dystopia,112,easton press,32,ebook,95,english,33,english literature,55,fantasy,96,fiction,866,future,43,h.g. wells,46,kindle,67,literature,160,novel,132,own,48,paperback,33,read,124,science fiction,1,sf,157,sff,65,time travel,416,to read,74,unread,60,victorian,42,
The War of the Worlds,HG Wells,fiction,1,politics,1,us,1,
The Sword in the Stone,TH White,adventure,12,arthur,21,arthurian,72,arthurian legend,30,arthuriana,16,british literature,11,children,21,children's,53,children's fiction,14,children's literature,21,classic,41,classics,30,england,27,fantasy,220,fiction,227,historical fiction,25,juvenile,10,king arthur,83,literature,21,magic,21,medieval,21,merlin,37,mythology,21,novel,31,read,28,sff,12,to read,14,unread,17,wizards,12,young adult,25,
The Old Men at the Zoo,Angus Wilson,,2,1960 1970,1,1960s,1,1961,1,20th,1,20th century,3,99 novels   burgess,3,brit,1,britain,1,british,3,british literature,3,dystopia,1,england,2,english,2,english literature,3,fiction,34,g2,1,literary fiction,2,london zoo,2,mooched,1,novel,3,penguin,2,politics,2,read in 1993,2,revolution,1,science fiction,1,sf,2,to read,2,unread,2,zoo,1,
The Book of the New Sun,Gene Wolfe,20th century,10,american,10,book of the new sun,62,classic,10,dying earth,14,ebook,7,fantasy,327,fantasy masterworks,34,far future,13,fiction,199,gene wolfe,13,literature,7,novel,35,omnibus,46,own,10,owned,12,paperback,12,read,30,science fantasy,24,science fiction,256,series,16,sf,67,sff,24,solar cycle,9,speculative fiction,23,to read,29,torture,10,unread,31,urth,8,wishlist,8,
Orlando,Virginia Woolf,1001,40,1001 books,38,20th century,176,biography,45,bloomsbury,58,british,149,british literature,112,classic,136,classics,115,england,84,english,62,english literature,99,fantasy,103,feminism,55,fiction,980,gender,166,historical,38,historical fiction,96,history,36,literature,177,modernism,111,novel,239,queer,43,read,83,sexuality,35,to read,63,unread,56,virginia woolf,77,women,54,woolf,52,
Day of the Triffids,John Wyndham,
The Midwich Cuckoos,John Wyndham,fiction,1,read in 2010,1,
We,Yevgeny Zamyatin,4,3,aliens,4,baen,3,david weber,3,ebook,37,empire of man,15,fantasy,6,fiction,46,hardcover,6,march upcountry,3,military,28,military fiction,3,military sf,25,novel,3,own,3,pb,3,prince roger,29,prince roger series,7,read,14,science fiction,137,series,7,sf,41,sff,10,space,3,space opera,12,to read,8,to read audio,3,war,3,weber,3,webscription,3,
